,article_name,authors,url,volume,journal,journal_url,scrape_time
91,Migration and development: Dissecting the anatomy of the mobility transition,"Dao, Thu Hien & Docquier, Frédéric & Parsons, Chris & Peri, Giovanni",https://ideas.repec.org/a/eee/deveco/v132y2018icp88-101.html," 2018, Volume 132, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
92,One more resource curse: Dutch disease and export concentration,"Bahar, Dany & Santos, Miguel A.",https://ideas.repec.org/a/eee/deveco/v132y2018icp102-114.html," 2018, Volume 132, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
93,Ethnic favoritism: An axiom of politics?,"De Luca, Giacomo & Hodler, Roland & Raschky, Paul A. & Valsecchi, Michele",https://ideas.repec.org/a/eee/deveco/v132y2018icp115-129.html," 2018, Volume 132, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
94,Using spatial factor analysis to measure human development,"Qiu, Qihua & Sung, Jaesang & Davis, Will & Tchernis, Rusty",https://ideas.repec.org/a/eee/deveco/v132y2018icp130-149.html," 2018, Volume 132, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
95,Temptation in vote-selling: Evidence from a field experiment in the Philippines,"Hicken, Allen & Leider, Stephen & Ravanilla, Nico & Yang, Dean",https://ideas.repec.org/a/eee/deveco/v131y2018icp1-14.html," 2018, Volume 131, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
96,"Violence, psychological trauma, and risk attitudes: Evidence from victims of violence in Colombia","Moya, Andrés",https://ideas.repec.org/a/eee/deveco/v131y2018icp15-27.html," 2018, Volume 131, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
97,Does feedback matter? Evidence from agricultural services,"Jones, Maria & Kondylis, Florence",https://ideas.repec.org/a/eee/deveco/v131y2018icp28-41.html," 2018, Volume 131, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
98,Productivity in piece-rate labor markets: Evidence from rural Malawi,"Guiteras, Raymond P. & Jack, B. Kelsey",https://ideas.repec.org/a/eee/deveco/v131y2018icp42-61.html," 2018, Volume 131, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
99,Building connections: Political corruption and road construction in India,"Lehne, Jonathan & Shapiro, Jacob N. & Vanden Eynde, Oliver",https://ideas.repec.org/a/eee/deveco/v131y2018icp62-78.html," 2018, Volume 131, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
100,"Race to safety: Political competition, neighborhood effects, and coal mine deaths in China","Shi, Xiangyu & Xi, Tianyang",https://ideas.repec.org/a/eee/deveco/v131y2018icp79-95.html," 2018, Volume 131, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
101,"Income shocks, contraceptive use, and timing of fertility","Alam, Shamma Adeeb & Pörtner, Claus C.",https://ideas.repec.org/a/eee/deveco/v131y2018icp96-103.html," 2018, Volume 131, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
102,Religious riots and electoral politics in India,"Iyer, Sriya & Shrivastava, Anand",https://ideas.repec.org/a/eee/deveco/v131y2018icp104-122.html," 2018, Volume 131, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
103,Ties that bind: Network redistributive pressure and economic decisions in village economies,"Di Falco, Salvatore & Feri, Francesco & Pin, Paolo & Vollenweider, Xavier",https://ideas.repec.org/a/eee/deveco/v131y2018icp123-131.html," 2018, Volume 131, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
104,The impact of internal displacement on destination communities: Evidence from the Colombian conflict,"Morales, Juan S.",https://ideas.repec.org/a/eee/deveco/v131y2018icp132-150.html," 2018, Volume 131, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
105,Room for discretion? Biased decision-making in international financial institutions,"Lang, Valentin F. & Presbitero, Andrea F.",https://ideas.repec.org/a/eee/deveco/v130y2018icp1-16.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
106,The long-term effects of American Indian boarding schools,"Gregg, Matthew T.",https://ideas.repec.org/a/eee/deveco/v130y2018icp17-32.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
107,"Abolishing user fees, fertility choice, and educational attainment","Ito, Takahiro & Tanaka, Shinsuke",https://ideas.repec.org/a/eee/deveco/v130y2018icp33-44.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
108,The role of trade in structural transformation,"Teignier, Marc",https://ideas.repec.org/a/eee/deveco/v130y2018icp45-65.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
109,"Do refugee camps help or hurt hosts? The case of Kakuma, Kenya","Alix-Garcia, Jennifer & Walker, Sarah & Bartlett, Anne & Onder, Harun & Sanghi, Apurva",https://ideas.repec.org/a/eee/deveco/v130y2018icp66-83.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
110,Land productivity and plot size: Is measurement error driving the inverse relationship?,"Desiere, Sam & Jolliffe, Dean",https://ideas.repec.org/a/eee/deveco/v130y2018icp84-98.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
111,The effect of commuting costs and transport subsidies on informality rates,"Moreno-Monroy, Ana I. & Posada, Héctor M.",https://ideas.repec.org/a/eee/deveco/v130y2018icp99-112.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
112,"Income inequality, poverty, and the liquidity of stock markets","Blau, Benjamin M.",https://ideas.repec.org/a/eee/deveco/v130y2018icp113-126.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
113,The distributional effects of capital account liberalization,"Furceri, Davide & Loungani, Prakash",https://ideas.repec.org/a/eee/deveco/v130y2018icp127-144.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
114,Price and control elasticities of demand for savings,"Karlan, Dean & Zinman, Jonathan",https://ideas.repec.org/a/eee/deveco/v130y2018icp145-159.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
115,Not your average job: Measuring farm labor in Tanzania,"Arthi, Vellore & Beegle, Kathleen & De Weerdt, Joachim & Palacios-López, Amparo",https://ideas.repec.org/a/eee/deveco/v130y2018icp160-172.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
116,Regional development through place-based policies: Evidence from a spatial discontinuity,"Shenoy, Ajay",https://ideas.repec.org/a/eee/deveco/v130y2018icp173-189.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
117,A theory-based living standards index for measuring poverty in developing countries,"Ngo, Diana K.L.",https://ideas.repec.org/a/eee/deveco/v130y2018icp190-202.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
118,Capital misallocation in China: Financial frictions or policy distortions?,"Wu, Guiying Laura",https://ideas.repec.org/a/eee/deveco/v130y2018icp203-223.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
119,Female migration: A way out of discrimination?,"Ruyssen, Ilse & Salomone, Sara",https://ideas.repec.org/a/eee/deveco/v130y2018icp224-241.html," 2018, Volume 130, Issue C","Journal of Development Economics, Elsevier",https://ideas.repec.org/s/eee/deveco.html,2020-03-09 15:04:23
120,Risk and returns of sustainable crop intensification: The case of smallholder rice and potato farmers in Uganda,Bjorn Van Campenhout & Emmanuel Bizimungu,https://ideas.repec.org/a/bla/devpol/v36y2018is2po605-o633.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
121,A gender assessment of Malawi's National Nutrition Policy and Strategic Plan 2007–2012,Elizabeth Mkandawire & Sheryl L. Hendriks & Lucy Mkandawire‐Vahlmu,https://ideas.repec.org/a/bla/devpol/v36y2018is2po634-o656.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
122,Spatial approaches to measure subnational inequality: Implications for Sustainable Development Goals,Richard J. Smith & Sergio J. Rey,https://ideas.repec.org/a/bla/devpol/v36y2018is2po657-o675.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
123,Sustainability and depth of outreach: Evidence from microfinance institutions in sub‐Saharan Africa,Sefa Awaworyi Churchill,https://ideas.repec.org/a/bla/devpol/v36y2018is2po676-o695.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
124,Micro‐investment perspective and the potential of the universal basic income,Teppo Eskelinen & Johanna Perkiö,https://ideas.repec.org/a/bla/devpol/v36y2018is2po696-o709.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
125,China's development loans and the threat of debt crisis in Kenya,Joseph Onjala,https://ideas.repec.org/a/bla/devpol/v36y2018is2po710-o728.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
126,Public‐private partnerships (PPPs) in development policy: Exploring the concept and practice,Lena Brogaard & Ole Helby Petersen,https://ideas.repec.org/a/bla/devpol/v36y2018is2po729-o747.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
127,Towards “cognitively complex” problem‐solving: Six models of public service reform,Willy McCourt,https://ideas.repec.org/a/bla/devpol/v36y2018is2po748-o768.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
128,Employment and labour productivity in high unemployment countries,Nicoli Nattrass & Jeremy Seekings,https://ideas.repec.org/a/bla/devpol/v36y2018is2po769-o785.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
129,"Can vigilance‐focused governance reforms improve service delivery? The case of Integrated Child Development Services (ICDS) in Bihar, India",Rajiv Verma & Saurabh Gupta & Regina Birner,https://ideas.repec.org/a/bla/devpol/v36y2018is2po786-o802.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
130,Dichotomy of development aid’s ambition and neoliberal imperatives: A case‐study of private‐sector development in Bangladesh,Matt Husain,https://ideas.repec.org/a/bla/devpol/v36y2018is2po803-o814.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
131,Micro politics of Social Safety Net Programmes: The case of the Food‐For‐Work Programme in Bangladesh,Hare Krisna Kundo,https://ideas.repec.org/a/bla/devpol/v36y2018is2po815-o830.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
132,Land markets and migration trends in Tanzania: A qualitative‐quantitative analysis,Ayala Wineman & Lenis Saweda Liverpool‐Tasie,https://ideas.repec.org/a/bla/devpol/v36y2018is2po831-o856.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
133,Global value chains and traditional supply chains: Evidence from Guatemala,Jochen Dürr,https://ideas.repec.org/a/bla/devpol/v36y2018is2po857-o879.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
134,"Is food safety a real concern in Mexico and Colombia? A preliminary report on a survey of small producers, retailers and consumers",Y. Mayett & M. Sabogal & J. S. Popp & P. Crandall & E. Arvizu‐ Barrón,https://ideas.repec.org/a/bla/devpol/v36y2018is2po880-o896.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
135,Social protection is a grassroots reality: Making the case for policy reflections on community‐based social protection actors and services in Africa,Nicholas Awortwi,https://ideas.repec.org/a/bla/devpol/v36y2018is2po897-o913.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
136,Harnessing civil society's knowledge for development policy: Potential and challenges for the Republic of Yemen,Kattie Lussier & Mohammed Fakher,https://ideas.repec.org/a/bla/devpol/v36y2018is2po914-o934.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
137,Love thy neighbour: Social identity and public support for humanitarian aid,Linda Alvarez & Constantine Boussalis & Jennifer L. Merolla & Caryn A. Peiffer,https://ideas.repec.org/a/bla/devpol/v36y2018is2po935-o953.html,"September 2018, Volume 36, Issue S2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
